gene,MF.score
ZC3H4,2.20988872113938e-7
ZNF430,4.33566790609091e-6
ZNF578,1.17983697901823e-6
ZNF584,1.17983697901823e-6
ZNF791,1.17983697901823e-6
ZNF324,1.17983697901823e-6
ZNF737,1.17983697901823e-6
ZNF563,1.17983697901823e-6
ZNF417,1.17983697901823e-6
ZNF551,1.17983697901823e-6
ZNF358,9.05817498639607e-6
CYB561D2,3.30594222443907e-7
ZNF609,2.83307157846383e-7
ZBTB39,1.17983697901823e-6
ZBTB5,1.17983697901823e-6
ZBTB22,1.17983697901823e-6
YY2,1.17983697901823e-6
ZNF264,1.17983697901823e-6
ZBTB43,1.17983697901823e-6
ZNF749,1.17983697901823e-6
RASA4,1.7826161642575e-5
ZNF73,1.17983697901823e-6
TIMM8A,1.44599139395467e-5
ZNF861P,1.31990620188144e-7
KIN,4.28484812302197e-6
GCM2,6.59780953781004e-5
NPTXR,2.02262107237994e-7
KLF8,1.17983697901823e-6
ZFY,1.17983697901823e-6
FREM3,1.81491529703542e-6
CISD3,4.78314349548464e-6
ZNF812,1.17983697901823e-6
ZNF806,1.17983697901823e-6
ZNF735,1.17983697901823e-6
ZNF853,1.31990620188144e-7
ZNF883,1.17983697901823e-6
SP9,3.7764353043515e-6
ZNF705D,1.17983697901823e-6
ZNF705B,1.17983697901823e-6
ZNF865,1.17983697901823e-6
ZNF888,1.17983697901823e-6
ZNF728,5.71364467278496e-7
ZNF17,1.17983697901823e-6
ZNF32,1.17983697901823e-6
HIVEP2,1.32091794466007e-6
ITGAE,6.12119116946163e-6
MT4,1.31563447537229e-6
ZNF80,1.17983697901823e-6
ZNF280A,1.17983697901823e-6
ELOF1,4.73879820225273e-6
PRR3,2.20988872113938e-7
ZNF543,1.17983697901823e-6
ZNF266,1.17983697901823e-6
ZNF271,1.17983697901823e-6
ZNF460,1.17983697901823e-6
ZNF273,1.17983697901823e-6
ZNF846,1.17983697901823e-6
ZNF169,1.17983697901823e-6
RASA2,1.4524242247579e-5
ZBTB6,1.17983697901823e-6
ZNF141,2.80316862488024e-6
ZNF56,1.17983697901823e-6
ZNF726P1,1.31990620188144e-7
ZNF124,1.17983697901823e-6
ZNF619,1.17983697901823e-6
ZNF674,1.17983697901823e-6
ZNF284,1.17983697901823e-6
ZNF792,1.17983697901823e-6
SP6,3.95126127924919e-6
ZNF876P,1.17983697901823e-6
ZFP69,1.17983697901823e-6
ZBED5,1.5795550652218e-7
ZNF658B,1.17983697901823e-6
FLYWCH1,5.07202191082663e-7
ZC2HC1C,8.7039782526015e-8
ZNF805,1.17983697901823e-6
ZNF542,1.17983697901823e-6
ZNF667,1.17983697901823e-6
ZNF831,1.31990620188144e-7
ZBTB41,1.17983697901823e-6
ZNF362,1.17983697901823e-6
HIVEP3,4.679690586837e-6
ZNF684,1.17983697901823e-6
ZNF648,1.17983697901823e-6
ZBTB37,1.17983697901823e-6
ZC2HC1B,8.7039782526015e-8
ZNF468,1.17983697901823e-6
ZNF691,3.54222881842548e-7
ZNF776,1.17983697901823e-6
PLEKHM1P,3.1855880894561703e-07
ZNF324B,1.17983697901823e-6
ZNF660,1.17983697901823e-6
SNRNP48,3.88620778292682e-6
ZNF425,1.88499718499881e-6
ZNF774,1.17983697901823e-6
FDX1L,5.79292508265078e-6
ZNF530,1.17983697901823e-6
ZNF549,1.17983697901823e-6
CYB5D1,9.05843654536667e-7
ZNF613,1.17983697901823e-6
ZNF773,1.17983697901823e-6
STAC2,3.1855880894561703e-07
ZNF730,1.17983697901823e-6
ZNF813,1.17983697901823e-6
ZNF66P,1.17983697901823e-6
ZNF793,1.17983697901823e-6
ZNF704,8.7039782526015e-8
RUFY4,8.7039782526015e-8
ZNF620,1.17983697901823e-6
ZNF497,1.17983697901823e-6
ZNF818P,1.17983697901823e-6
ZNF662,1.17983697901823e-6
ZNF826P,1.17983697901823e-6
ZNF833P,1.31990620188144e-7
PLEKHM3,3.1855880894561703e-07
MOB3C,8.7039782526015e-8
ZNF765,1.17983697901823e-6
ZNF771,1.17983697901823e-6
ZNF627,1.17983697901823e-6
OTOP3,2.02262107237994e-7
ZNF572,1.17983697901823e-6
ZNF804A,8.7039782526015e-8
IRF2BP2,1.26190056426218e-6
CMC1,3.32024595852347e-7
ZNF467,1.17983697901823e-6
ZNF554,1.17983697901823e-6
ZNF329,1.17983697901823e-6
ZNF589,6.74766636975637e-7
ZNF280B,1.17983697901823e-6
ANKMY2,3.80901724794442e-7
ZNF547,1.17983697901823e-6
SIAH3,1.63279310450501e-6
ZNF695,6.48801750641601e-7
ZNF679,1.17983697901823e-6
ZNF654,1.17983697901823e-6
CPXCR1,8.7039782526015e-8
FIBCD1,7.02611085520741e-6
ZBTB2,1.17983697901823e-6
ZNF676,1.17983697901823e-6
ZNF713,1.17983697901823e-6
ZNF781,1.17983697901823e-6
CYB561D1,3.30594222443907e-7
ZNF441,1.17983697901823e-6
ZNF709,1.17983697901823e-6
ZNF557,1.17983697901823e-6
TOPAZ1,2.67640459088275e-7
ZNF610,1.17983697901823e-6
THAP8,1.5795550652218e-7
ZNF579,1.26883523094402e-6
ZBTB8B,1.17983697901823e-6
ZNF511,1.17983697901823e-6
ZNF527,1.17983697901823e-6
ZNF485,1.17983697901823e-6
ZBTB34,1.32091794466007e-6
ZNF280C,1.17983697901823e-6
ZNF439,1.17983697901823e-6
ZNF248,1.17983697901823e-6
ZNF740,1.15387209268419e-6
ZNF548,1.17983697901823e-6
ZNF680,1.17983697901823e-6
PDZD8,1.15724826064176e-6
ZNF555,1.17983697901823e-6
ZNF671,1.17983697901823e-6
ZNF519,1.17983697901823e-6
THAP6,4.44507879027493e-7
ZNF502,1.17983697901823e-6
ZNF564,1.17983697901823e-6
ZNF596,1.17983697901823e-6
ZNF398,1.69258570178363e-6
ZNF526,1.17983697901823e-6
GTSF1,2.31946919630091e-7
THAP4,1.5795550652218e-7
PTX4,1.65344573779228e-7
ZUFSP,8.7039782526015e-8
ZNF669,1.17983697901823e-6
MOB3A,2.05869874483278e-7
ZBTB9,1.17983697901823e-6
ZNF707,1.17983697901823e-6
ZNF524,1.17983697901823e-6
ZBTB10,1.32091794466007e-6
ZMYND19,3.72021485750614e-7
ZNF837,1.17983697901823e-6
ZNF503,2.84021439677735e-5
ZC2HC1A,8.7039782526015e-8
ZNF764,1.17983697901823e-6
ZNF625,1.17983697901823e-6
ZNF414,1.17983697901823e-6
ZNF845,1.17983697901823e-6
ZNF594,1.17983697901823e-6
ZNF333,1.17983697901823e-6
ZBTB45,1.17983697901823e-6
ZNF512B,1.17983697901823e-6
ZNF597,1.17983697901823e-6
ZNF560,1.17983697901823e-6
ZNF778,1.17983697901823e-6
ZNF583,1.17983697901823e-6
ZNF558,1.17983697901823e-6
ZNF582,1.17983697901823e-6
ZNF599,1.17983697901823e-6
WDFY2,8.7039782526015e-8
ZNF347,1.17983697901823e-6
INSM2,1.1917353226165e-6
ZFYVE21,1.27022454139671e-6
ZNF559,1.17983697901823e-6
ZBED2,1.5795550652218e-7
ZNF416,1.17983697901823e-6
SCAPER,5.0782062408252e-7
KIAA1715,1.05997652180022e-5
ASXL3,1.17983697901823e-6
ZMYND12,2.05869874483278e-7
THAP2,5.76705030472284e-7
GTSF1L,8.7039782526015e-8
DPH3P1,8.7039782526015e-8
ZBTB3,1.17983697901823e-6
IKZF5,1.17983697901823e-6
ZNF552,1.17983697901823e-6
ZNF702P,1.17983697901823e-6
ZNF556,1.17983697901823e-6
SAP30L,1.42641165838522e-6
ZC4H2,8.04981658325773e-6
TSHZ2,1.26699930890157e-6
ZNF355P,1.17983697901823e-6
ZNF701,1.17983697901823e-6
ZNF586,1.17983697901823e-6
CISD1,1.15485480834664e-5
ZNF492,1.17983697901823e-6
ZNFX1,2.20988872113938e-7
ZNF319,1.17983697901823e-6
THAP10,1.5795550652218e-7
ZNF70,1.17983697901823e-6
ZNF69,1.17983697901823e-6
ZNHIT2,8.7039782526015e-8
ZNF230,1.17983697901823e-6
ZFP112,1.17983697901823e-6
ZNF225,1.17983697901823e-6
ZNF222,1.17983697901823e-6
BSN,3.5813286464135e-5
KIAA1045,8.7039782526015e-8
ZNF443,1.45355267671794e-6
ZNF510,1.17983697901823e-6
ZBTB12,1.17983697901823e-6
ZNF337,1.17983697901823e-6
PLEKHM1,4.63465946049693e-7
TIMM10B,1.95562003822555e-5
ZNF706,8.7039782526015e-8
OLFML2B,1.73058351740617e-6
HMX1,1.9822936432616e-6
HMX2,4.3806206625874e-6
DPRX,1.20186945099595e-6
ARGFX,1.20186945099595e-6
LEUTX,6.9679910895336e-7
TPRX1,6.9679910895336e-7
ANHX,6.9679910895336e-7
DUX1,1.26757458004345e-6
VENTX,7.83961438836697e-7
RHOXF2B,6.9679910895336e-7
EN2,3.17894005130238e-6
HOXC12,1.28903178087929e-6
IRX6,6.9679910895336e-7
IRX4,4.72578691464685e-5
EVX2,2.39550659140971e-6
ISX,7.8870041407904e-5
NANOGP8,1.20186945099595e-6
DBX2,6.9679910895336e-7
NANOGP1,1.20186945099595e-6
DUX5,6.9679910895336e-7
NKX1-2,7.83961438836697e-7
AFF3,8.45611175575639e-6
C19orf33,1.72957062861036e-6
SSBP2,1.54441529115382e-6
SSBP4,1.21197319242246e-6
TCEB3B,2.54804086382247e-6
TGIF2LX,1.1323463682201e-6
TPRXL,1.10464895724052e-7
MEIS3P1,6.27276026177509e-7
TCEB3CL2,1.18552071246975e-6
DUXA,1.1323463682201e-6
MEIS3P2,6.27276026177509e-7
BANF2,3.18630614642692e-7
KLLN,6.38541217019674e-7
CENPBD1,3.0673227104442e-7
HMGB1P1,4.19934298734412e-7
PHTF2,1.2157788688144e-6
POLDIP2,6.7841681045358e-6
LCORL,1.23558944062074e-6
MSANTD4,3.0673227104442e-7
KIAA1841,1.10464895724052e-7
DUX4L2,1.1323463682201e-6
PROX2,1.21950869810344e-6
CSDC2,1.21107078590183e-6
TIGD7,3.0673227104442e-7
PDCD5,1.27408549477775e-6
DUX2,3.0673227104442e-7
UBTFL6,3.0673227104442e-7
CHTF8,1.18605251640962e-6
DUX4L3,1.1323463682201e-6
DUX4L4,1.1323463682201e-6
DUX4L5,1.1323463682201e-6
DUX4L6,1.1323463682201e-6
DUX4L7,1.1323463682201e-6
PCBP3,1.04496446689033e-6
PCBP4,4.45382066655137e-7
TCEB3,7.30151749427186e-6
SNAPC1,2.51143107758526e-6
TIGD6,3.0673227104442e-7
TCEB3CL,1.18552071246975e-6
TIGD2,3.0673227104442e-7
AHDC1,1.10464895724052e-7
TIGD3,3.0673227104442e-7
GTF2IRD2B,1.1323463682201e-6
FAM171B,2.25687220436031e-7
LBX2,1.1323463682201e-6
ZNF783,1.1323463682201e-6
STOX1,5.65205294009679e-7
EEPD1,7.58335829074059e-7
HDX,3.0673227104442e-7
NANOGNB,3.0673227104442e-7
GTF2IRD2,1.1323463682201e-6
TGIF2LY,1.1323463682201e-6
TIGD4,3.0673227104442e-7
SCML4,1.1323463682201e-6
TCEANC,2.46669933387846e-6
BOD1L1,4.47813236686262e-7
TCEB3C,1.18552071246975e-6
C5orf20,1.14424471181837e-6
SNAPC3,8.11977650582985e-6
TMEM18,1.84234752344776e-6
RMI2,9.58526698586325e-7
TCEANC2,8.41233213377079e-7
TIGD1,3.0673227104442e-7
DUX3,3.0673227104442e-7
DNTTIP1,1.37892104758709e-6
PURG,3.95730522970214e-7
PRR12,1.10464895724052e-7
JRKL,5.58795678830389e-7
LENEP,2.27057825897457e-7
LHFP,2.25687220436031e-7
SETBP1,3.0673227104442e-7
CAMTA1,1.14424471181837e-6
YRDC,1.70096565914088e-6
EIF4E1B,1.20414053950328e-5
EIF4E3,1.26784510275925e-5
EIF1AD,3.20804554399841e-6
EIF1,2.04171861462843e-5
EIF1B,4.0754470702933e-6
TRMT6,5.74377938690146e-6
TCEAL4,4.6913075914546e-6
TSFM,5.93110711634573e-6
EEF1DP3,3.89356684863867e-6
ABTB1,4.36689720830829e-6
MTRF1,4.78930993539265e-5
MTRF1L,3.98037767923268e-5
C12orf65,2.16868501477628e-5
GCN1L1,2.34724961741661e-6
SRP19,3.18815257353022e-5
NOL12,2.06390730212009e-6
CLUH,2.25394316875281e-5
KIAA0020,1.74891865385878e-6
UBFD1,1.7349826131581e-7
RRP9,7.94491820470374e-6
URB1,6.21678385555982e-7
NSA2,2.73202493826581e-6
RRP1,1.31534729661166e-5
EPPK1,4.43642740481443e-7
CKAP4,2.15455673381399e-6
PDAP1,4.53553732950912e-7
PUM1,2.19097420031889e-6
R3HDM1,1.7349826131581e-7
WDR43,5.92247785265914e-7
C16orf88,5.92247785265914e-7
HNRNPUL2,4.11046849291826e-7
TSR1,4.25479955289259e-6
FAM98B,8.1810267358781e-6
FAM133B,1.7349826131581e-7
RRP12,1.17392476478498e-6
SAMD4B,1.20727807741013e-6
DNTTIP2,1.41786188244159e-6
UBAP2,1.7349826131581e-7
PRPF38B,1.97127653389702e-5
VSIG8,3.4550269752272e-7
LARP1B,1.11818419380496e-5
KIAA1429,1.09562405812939e-6
HEATR6,1.7349826131581e-7
RPL7L1,7.43199339884705e-7
MRPL54,8.05127356313339e-7
NBPF10,3.18405398419886e-7
CCDC137,5.92247785265914e-7
FIP1L1,1.02560679267888e-5
C15orf52,1.7349826131581e-7
LARP4,7.25293641235458e-7
BZW1,1.15587010796115e-6
RSRC2,1.7349826131581e-7
NOP9,2.6497684206821e-7
SPATS2,3.18405398419886e-7
WDR75,6.16340316003164e-7
SUGP2,1.23670502377123e-6
RPP25L,3.69765636636178e-7
C1orf52,5.1084660227802e-7
KRI1,5.92247785265914e-7
FAM98A,8.10586981046526e-6
C1orf131,1.7349826131581e-7
SRFBP1,9.47142316936979e-6
PPHLN1,3.5319973381852e-6
PNISR,1.09479079992919e-6
NOC3L,1.9066496596465e-6
C2orf15,1.7349826131581e-7
LARP4B,1.59928173643331e-5
SECISBP2L,1.7349826131581e-7
MAGOHB,7.23894219100184e-6
LRRC59,4.0563089963713e-6
FLYWCH2,2.6497684206821e-7
CCDC124,1.38679800863916e-6
KCTD12,3.94534212089713e-6
WBSCR16,2.6497684206821e-7
FAM46A,3.18583230058851e-6
EBNA1BP2,1.15791673559137e-6
GRWD1,6.04146128864186e-7
CMSS1,1.7349826131581e-7
MRPL45,8.05127356313339e-7
C7orf50,1.7349826131581e-7
LLPH,1.7349826131581e-7
NOL10,5.92247785265914e-7
LSM14B,1.09240949064383e-6
MAK16,5.92247785265914e-7
YTHDF1,1.82904249058798e-5
NUCKS1,3.8166398023445e-7
C11orf68,1.7349826131581e-7
ESF1,1.52397317726555e-6
BICC1,2.4842707357279e-6
C14orf93,2.51803052569023e-7
FBRSL1,1.7349826131581e-7
NGRN,7.89626401455648e-7
PPAN,1.09726941183365e-6
PNO1,5.92247785265914e-7
SPATS2L,6.3742337990643e-7
FAM120C,1.7349826131581e-7
THUMPD1,1.7349826131581e-7
FAM120A,3.61087890541132e-7
GLTSCR2,6.21678385555982e-7
FAM208A,1.7349826131581e-7
MRTO4,1.72241024519632e-6
NOL7,6.53819684890326e-7
NOVA2,5.42384409715714e-7
SAMD4A,8.9426077540872e-6
R3HDM2,3.69765636636178e-7
NOP16,3.61910994556232e-6
CCDC9,1.7349826131581e-7
TBL2,2.6497684206821e-7
LAS1L,8.73495854981054e-6
DPPA5,3.84306478621093e-7
SMN2,8.93992744724775e-7
TTC14,1.22806411343612e-7
NOL4,5.41555935293716e-7
ERVK-16,2.94392730172983e-6
KHDC1,2.38028736055591e-7
KHDC3L,1.22806411343612e-7
KIAA0907,1.22806411343612e-7
SSX3,1.10638148188606e-6
SSX5,1.10638148188606e-6
SSX10,1.10638148188606e-6
KRBOX4,5.23873856480368e-7
KRBOX1,5.23873856480368e-7
TMEM161B,3.35696853433515e-6
ZNF720,5.23873856480368e-7
KIAA1586,8.45000093900159e-8
ZNF625-ZNF20,5.23873856480368e-7
HNRNPUL2-BSCL2,8.45000093900159e-8
SPAG7,2.80767384710384e-7
FAM200A,1.99722334101995e-7
R3HDM4,2.80767384710384e-7
SSX4,1.10638148188606e-6
GPANK1,8.45000093900159e-8
FAM200B,8.45000093900159e-8
RNASE9,1.62804800643229e-7
SPRN,6.01072057407619e-6
RNASE13,1.62804800643229e-7
RNASE12,1.62804800643229e-7
GPATCH3,1.13930609680084e-7
SSX9,1.10638148188606e-6
SSX8,1.10638148188606e-6
SSX7,1.10638148188606e-6
SSX6,1.10638148188606e-6
C5orf54,4.83420249976638e-7
GPATCH11,8.45000093900159e-8
PNLDC1,3.33941728960031e-7
GPATCH2,3.51426865398036e-6
GIN1,3.24174620962317e-6
ZNF559-ZNF177,5.23873856480368e-7
HEBP1,2.01998980614853e-6
CYB5D2,1.19248126403732e-6
HMMR,1.22029632135327e-5
SUSD5,3.10544683268507e-6
VIT,6.53341655980852e-6
EGFLAM,2.21230148985644e-5
MAMDC2,1.93467690107282e-5
EPYC,1.50736044734674e-6
ETFB,3.11086660135832e-6
PRPF18,1.3657291084849e-5
ANKRD36C,3.44111256077138e-6
CNIH3,1.76929670794787e-5
PPP1R17,1.42899514808453e-5
PPP1R14C,1.30513856804599e-5
PPP1R14D,8.30939097539469e-6
PPP1R2P9,7.89135269042147e-6
PPP1R2P3,1.34382064490877e-5
PPP1R14A,5.27344956349288e-6
PPP1R14B,5.27344956349288e-6
PPP1R2P1,1.34382064490877e-5
CABIN1,1.61264565682342e-5
ITIH2,8.47896718359253e-6
A2ML1,4.99277359175815e-6
HMSD,4.83405981848064e-6
SERPINE3,4.83405981848064e-6
ITIH5,7.81327709390331e-6
TFPI,2.04244981628239e-5
SERPINI1,6.10483391969511e-6
SERPINB2,1.7457371460345e-5
ITIH3,7.99058577910714e-6
SERPINB10,5.318415886057e-6
COL28A1,7.88417642200424e-6
SPINT2,5.05398905395314e-6
SPINK4,4.93930748539612e-6
SPINK8,4.76829786518482e-6
PZP,6.16517493695069e-6
SERPINA4,4.99277359175815e-6
SERPINB1,5.08748336076548e-6
SPINT3,4.76829786518482e-6
SPINK13,8.68613796720335e-5
OVOS2,4.83405981848064e-6
SPINK14,4.76829786518482e-6
SPINT4,4.76829786518482e-6
SPINK6,4.76829786518482e-6
SERPINA13P,4.83405981848064e-6
ITIH6,7.81327709390331e-6
SERPINA11,4.83405981848064e-6
SERPINA9,4.92876958748796e-6
WFDC8,4.76829786518482e-6
WFDC3,4.76829786518482e-6
WFDC13,4.76829786518482e-6
SERPINA12,4.83405981848064e-6
CPAMD8,4.91914459326941e-6
WFDC5,4.76829786518482e-6
WFDC12,5.76961094251588e-6
SERPINB11,4.91691897512238e-6
WFDC6,4.76829786518482e-6
WFDC10A,4.76829786518482e-6
SERPINB13,5.90346650376791e-6
CSTL1,5.2215901001186e-6
CST8,5.38814056571919e-6
CARD18,5.54844377582117e-6
CARD16,5.27306795068972e-6
CST9,5.2215901001186e-6
CST9LP1,5.2215901001186e-6
CARD17,5.4179750877938e-6
CST11,6.35276410511509e-6
CST9L,5.2215901001186e-6
C3P1,4.25907124637851e-6
SSPO,3.42268857401247e-6
PI15,3.31587842847341e-6
WFDC10B,3.13856974326958e-6
R3HDML,3.13856974326958e-6
PINLYP,7.83753717583189e-6
TBC1D3F,7.58252992211289e-6
TBC1D3B,7.58252992211289e-6
TBC1D3C,7.58252992211289e-6
LOC101060376,7.43539716686178e-6
GRTP1,7.43539716686178e-6
LOC101060351,7.43539716686178e-6
TBC1D3G,7.58252992211289e-6
SGSM1,7.705202942508e-6
TBC1D3,1.06004269768339e-5
TBC1D10C,1.62593527386727e-5
TBC1D4,2.77246868012757e-5
TBC1D12,7.43539716686178e-6
TBC1D3H,7.58252992211289e-6
TBC1D28,7.43539716686178e-6
TBC1D29,7.43539716686178e-6
TBC1D26,7.43539716686178e-6
WDR67,8.01537320727772e-6
TBC1D22B,1.04532942215828e-5
TBC1D13,1.04532942215828e-5
ARHGAP15,1.24367543967885e-5
SYDE2,1.1282856314499e-5
ARHGAP23,7.35484975700675e-6
RAP1GAP2,3.1080858584689e-5
RASAL3,1.45075543312397e-5
ARHGAP42,3.39062922749344e-6
ARHGAP25,3.86559340736824e-6
RGS13,7.83624465849339e-6
RGS5,7.66536902666931e-6
RGS10,1.15001247533924e-5
FAM13A,3.86559340736824e-6
RGS8,7.53726747725255e-6
ARHGAP19,3.92885198918281e-6
RGS21,7.53726747725255e-6
ARHGAP11B,3.86559340736824e-6
GARNL3,3.66848860127387e-6
ARHGAP40,3.86559340736824e-6
ARHGAP11A,3.86559340736824e-6
ARHGAP36,3.86559340736824e-6
ARHGAP30,4.06402659369418e-6
ELMOD1,4.18332193971391e-6
ARHGAP18,3.86559340736824e-6
RGS22,7.60052605906712e-6
DEPDC1B,5.24891953353782e-6
ELMOD3,1.99828183415141e-5
ARHGDIG,2.91501216253176e-5
RGS18,7.73729253722064e-6
FAM13B,3.86559340736824e-6
ARHGAP20,3.86559340736824e-6
SIPA1L2,3.38965629520523e-6
ARHGAP28,4.12216437238793e-6
RGS17,7.60052605906712e-6
BCL2L13,1.62345088429614e-5
LRCOL1,1.48707671917127e-6
CLPSL1,1.48707671917127e-6
APOC4-APOC2,8.26932101944139e-6
CTAGE5,5.25119837530265e-7
CLPSL2,1.48707671917127e-6
PPP1R7,1.55239322735107e-5
RHPN1,9.73874185878677e-7
CPN2,2.06008388953746e-6
EPAG,3.52504161415929e-7
TMED4,2.33268848127419e-6
PASD1,6.27804521915807e-7
C18orf32,1.28489420278454e-6
VOPP1,2.43679920577887e-6
TMEM101,1.40011652749652e-6
FAM126A,4.78045810178919e-7
TMEM9B,1.40011652749652e-6
GULP1,8.94382732662387e-6
DKKL1,2.72708720318707e-6
NCKAP5,9.14785807523999e-8
FAM127A,1.7656335554117e-7
CTAGE6P,1.44652925002047e-7
CTAGE4,1.44652925002047e-7
CTAGE3P,9.14785807523999e-8
SH3TC1,9.14785807523999e-8
CTAGE1,1.44652925002047e-7
MEGF9,1.44652925002047e-7
BTG4,1.76455235443085e-6
FGL1,2.51569925881073e-5
FGL2,7.13175201699318e-6
LAMB4,1.57135524764859e-6
ODAM,7.20735704965701e-6
COL6A6,5.61363336735679e-6
EMID1,1.2756106825492e-6
DPT,2.76208487578e-6
CHADL,3.94490500438856e-7
PODNL1,3.94490500438856e-7
COL22A1,2.07617980144304e-6
COL26A1,7.69424750508552e-6
COL21A1,2.07617980144304e-6
TECTB,8.7188041125359e-7
ENAM,6.37160573254206e-6
EMILIN3,4.773496570806e-7
APOO,1.52138599563713e-5
CFHR3,7.43994880942437e-7
VWC2L,9.77928583041943e-6
C2orf40,2.70554086095198e-5
SOGA3,9.51234949743562e-7
C1QTNF7,1.56070897489631e-6
SEZ6,4.59433347815443e-5
IGFL4,1.44066744549033e-7
KIAA0556,4.62049597170156e-7
SCRG1,3.26363059310001e-7
SCGB1D2,1.44066744549033e-7
CRISP2,7.62422624324754e-7
PRTG,3.13834018972084e-7
CCDC147,1.44066744549033e-7
LCN1P1,1.44066744549033e-7
MROH7,1.9724108879868e-7
CBLN3,5.41401498291537e-7
LRIG3,3.08604228329209e-5
PATE2,1.44066744549033e-7
UBN2,4.19367105048911e-7
OTOP1,3.77560428059351e-5
PLEKHH3,5.04225646480082e-7
BIVM,2.90184483005341e-7
CBLN2,6.33680744263335e-6
CPNE9,3.02780517826546e-7
LGI4,2.46767100166011e-5
KLHL34,1.44066744549033e-7
RBBP8NL,1.44066744549033e-7
MDS2,1.44066744549033e-7
WDR60,6.85584683206107e-7
CBLN4,1.5961107718505e-6
COL20A1,1.96003772985375e-6
DKK3,1.64670423764319e-4
DKK2,4.42278678901308e-6
METRN,6.22200888354671e-6
FAM168B,8.85172020853056e-7
SH3D21,2.55613476457042e-7
C9orf169,2.55613476457042e-7
C1QTNF9B,8.8902239638744e-7
SMIM1,3.08787820706689e-7
IGLL5,2.55613476457042e-7
UPK2,3.36389708315405e-6
ISLR,4.20541797552434e-7
PSCA,7.33003387271775e-7
SYNGR2,4.37372122243272e-6
MPDU1,9.19220793977976e-6
BCAS1,3.38472633098786e-7
UBL3,3.55078080073218e-7
TSPAN8,8.82961553603049e-6
RARRES1,5.46626956094728e-7
SSR4,4.61736043268442e-5
TMEM33,1.63863190800908e-6
UFM1,1.02964322915262e-5
PSG4,1.01623105882376e-6
PDZK1IP1,3.08787820706689e-7
EFR3A,3.55078080073218e-7
GREB1,3.08787820706689e-7
IGSF11,6.69513436634394e-7
BEX5,3.38472633098786e-7
MUM1L1,2.55613476457042e-7
NHLRC3,2.55613476457042e-7
TTC38,2.55613476457042e-7
MUC21,4.75591962233903e-6
FRMPD1,4.99271570012606e-7
KPRP,3.38472633098786e-7
VPS13D,2.39910789267426e-5
FAM171A1,3.08787820706689e-7
CCDC30,2.55613476457042e-7
BROX,2.67464088822622e-7
ARMC3,3.75766756345616e-7
C2orf16,3.63868412747344e-7
C4orf40,2.55613476457042e-7
C6orf58,2.55613476457042e-7
TMEM205,3.08787820706689e-7
LYPD2,7.33003387271775e-7
TMC5,4.96544872191194e-7
DNAJC14,1.31219243147155e-6
NCCRP1,5.50468861776875e-7
VPS13C,2.39910789267426e-5
GAREML,2.55613476457042e-7
ARMC9,2.55613476457042e-7
TMC4,4.96544872191194e-7
C6orf120,5.41327101734243e-7
SDK1,4.73716141802081e-7
MUC19,4.67191339833372e-6
OAF,2.55613476457042e-7
GPR180,7.41567845486563e-6
CCDC25,2.55613476457042e-7
CPNE8,2.55613476457042e-7
CCDC105,2.55613476457042e-7
OSCAR,3.82021983129878e-7
ST13P4,3.38472633098786e-7
ARRDC1,4.58598037756497e-7
FAM63A,5.34379978679254e-7
LRRC57,2.55613476457042e-7
CLRN3,3.08787820706689e-7
CADM4,4.73716141802081e-7
ITFG1,3.08787820706689e-7
HAVCR2,3.08787820706689e-7
DNAJB3,2.55613476457042e-7
RELT,4.22478857104098e-7
C11orf52,2.55613476457042e-7
CPNE4,2.55613476457042e-7
SYAP1,5.91342240333482e-7
FAM212A,1.22712593603701e-6
CPNE2,2.55613476457042e-7
USMG5,7.25827788054549e-6
CCDC132,2.67464088822622e-7
FAM20A,4.82985075974924e-5
JMJD8,2.55613476457042e-7
FAM129B,1.59952231614189e-6
TM9SF2,1.13459817637493e-6
PRADC1,2.55613476457042e-7
UPK3B,5.98617035527912e-7
C9orf142,2.55613476457042e-7
C20orf195,2.55613476457042e-7
C1QTNF5,8.8902239638744e-7
LYNX1,1.15801551467092e-6
IQCG,2.55613476457042e-7
BOLA2,2.55613476457042e-7
ANKRD19P,2.55613476457042e-7
CLMP,4.20522342219269e-6
CAB39L,3.91119947926486e-6
MAGEF1,2.55613476457042e-7
GLOD4,4.12585850753308e-7
GINM1,3.08787820706689e-7
FAM49B,4.74043601826038e-7
C9orf174,3.08787820706689e-7
HEATR5B,2.67464088822622e-7
TMEM2,4.25380750880094e-7
PLLP,7.95906406796223e-6
MTCH2,1.24595590829343e-5
TEX264,2.55613476457042e-7
C12orf66,1.58812962240201e-6
LYRM1,1.70049749048331e-6
SNRNP25,5.1007452502974896e-06
PCIF1,5.1963946254036e-6
SPAG11A,1.851777376818e-7
VWA3A,7.83047912532128e-8
BTBD17,4.97272367584487e-6
FAM24A,7.83047912532128e-8
IGLON5,2.41531165547843e-6
STRCP1,7.83047912532128e-8
OTOL1,7.11713711183611e-7
NPIPL2,7.83047912532128e-8
IGHV4OR15-8,7.83047912532128e-8
IGIP,7.83047912532128e-8
IGHV1OR21-1,7.83047912532128e-8
C15orf61,7.83047912532128e-8
KIR3DP1,7.83047912532128e-8
DEFB108P1,1.10904846887435e-6
OOSP1,7.83047912532128e-8
ISM1,7.83047912532128e-8
PATE3,7.83047912532128e-8
C22orf46,7.83047912532128e-8
HHLA1,7.83047912532128e-8
ADM5,7.83047912532128e-8
