gene,MF.score
TUBB8,8.40909288177488e-6
GIMAP5,3.08378668294745e-6
EHD4,2.23652826754979e-5
GTPBP8,8.15298702205349e-5
EIF5B,9.59910130548041e-6
ARL15,2.1466330400951e-6
EEF1A1,2.96061135486209e-5
ARL17B,1.39223809516366e-6
RAB13,1.89794173267432e-4
SEPT5,5.09450097638271e-5
RAB44,1.30178231781291e-5
ARFRP1,1.89605642627682e-5
ARL17A,1.85330279911108e-6
RAB4A,1.73992939146207e-5
AGAP1,1.4379288897831e-5
SEPT8,1.05265601158012e-5
RAB18,3.07092085764859e-5
RAP2C,2.445331902636e-5
ARL8A,1.65594063775389e-5
TGM2,1.51940256024664e-4
GTPBP10,7.06384560090621e-6
RAB19,8.55910213731624e-6
ARL5C,1.39223809516366e-6
TUBAL3,8.22891122221727e-6
RAB37,1.68074122806031e-5
GNAT3,6.21515293623147e-5
RABL2B,8.12280359554292e-6
RAB34,6.292172384096e-5
DRG2,1.36300854271431e-6
GTPBP1,2.67930190817414e-5
IFT27,2.5494381809427e-5
RAC2,9.09408794901912e-5
SEPT3,1.0789457976633e-5
SEPT6,2.30866236063901e-5
DNM1L,3.0738702734998e-4
GIMAP6,1.09338244646857e-6
PCK2,1.18072539053891e-4
SRL,1.48704845394288e-5
ARL16,1.39223809516366e-6
ATL2,1.08624883451244e-5
SEPT10,1.06398344850704e-5
HBS1L,9.67683657779289e-6
RAP1B,1.64027785866861e-4
RABL2A,8.12280359554292e-6
GFM1,3.05333300539913e-5
ARL6,6.4826541031064e-5
GIMAP4,1.09338244646857e-6
RAB7A,2.00033962207036e-4
RAB17,1.13104688955275e-4
RHOA,1.13632408916608e-4
ARF5,6.74279666337237e-6
TUBA8,8.22891122221727e-6
RALB,9.1713370219898e-5
ARL4A,4.10719483135778e-6
MRAS,1.05542124929742e-5
RHEB,1.60060339339256e-5
ARF4,2.91280069284311e-5
RAB43,3.45443182370089e-5
RALA,9.35629248382954e-5
GNAI1,3.74794927678387e-5
RHEBL1,1.02889074610745e-5
MFN1,1.34823547201966e-5
OLA1,1.73088354233586e-5
RABL3,8.13718342437032e-6
GNL3,6.89676242097479e-6
RHOBTB3,9.51233027146633e-6
SEPT11,1.68463009835583e-5
RHOH,1.94471908590545e-5
GFM2,4.87814151159561e-5
RAB24,1.04159939978797e-5
RHOQ,1.00249906569073e-4
DNM3,1.33606702796368e-5
RHOBTB2,1.74264988097571e-6
GEM,2.13305463318662e-5
SEPT7,5.94813039429125e-5
GBP5,5.77413286349812e-6
MTG1,2.29445026751189e-5
GNA12,5.15018962766544e-5
RAB30,1.6443553229831e-5
RHOD,2.70133388693269e-5
RRAS2,9.52491559029376e-6
RHOC,1.79311077203445e-5
RABL6,2.07472689383338e-6
RERG,1.12564317934357e-5
ATL3,1.08624883451244e-5
RHOF,7.46122400347532e-6
TUBA1C,1.26918975270401e-5
RERGL,5.36709474091984e-6
GBP3,7.03247759734655e-6
RAP2A,2.85828102921156e-5
RAB5B,2.54286629428214e-5
TUBA1B,1.89216624820181e-5
RAB5C,2.38887389908753e-5
AGAP2,5.11691562427311e-5
MX1,1.56957688725757e-5
RAB5A,1.75364645269432e-4
ARL5A,1.39223809516366e-6
RAB15,2.11132268906801e-5
ADSSL1,1.13268517885142e-4
TUBB3,1.52283742882936e-5
SRP54,1.72794377665598e-4
RHOJ,1.83509282348114e-5
NKIRAS1,7.02740422724539e-6
GTPBP6,9.46864701791531e-7
GTPBP2,5.74783959701332e-6
SAR1A,5.79536541300217e-5
RSG1,9.95557178877944e-6
GNAS,3.56675527550767e-4
ARL10,1.39223809516366e-6
RAB28,1.30212462678116e-5
RAB38,1.98250082064174e-4
RAB40B,1.53285357485055e-5
GNL2,6.61419225746402e-6
RND1,1.94193188445234e-5
EFTUD1,2.63107990526542e-5
C9orf69,3.72618861059764e-6
RAB8B,1.54346679217137e-4
RAB40C,1.54269198874082e-5
RHOT2,7.08408148811509e-5
RAB27A,3.36649412652423e-4
GNAO1,9.36994401523693e-5
TUFM,1.27068045864553e-5
NKIRAS2,7.2843163987469e-6
RHOT1,7.06732138437239e-5
EIF2S3,8.35963996927001e-6
MTIF2,6.43285932227396e-5
LSG1,9.36567935180242e-6
SEPT1,1.12718247465197e-5
RRAD,6.33651652783636e-6
RAC3,2.77105034618919e-5
RAB31,2.81913552910462e-5
SEPT9,1.95439782438166e-5
RAB27B,7.50266443071661e-5
TUBB6,1.09095852740268e-5
EFTUD2,1.01983397317342e-5
GNA11,7.68437052166621e-5
RIT2,7.46196941241086e-6
DIRAS1,1.21141166975565e-5
SEPT12,5.05819879359912e-5
GNAL,4.70752176968027e-5
IRGC,1.13795922079374e-6
RAB4B,2.85761038366845e-5
RAB3A,3.42175843285296e-4
FPGT,7.10033665173557e-5
RAB7L1,3.93477996598144e-5
RNGTT,2.31213395912285e-4
GUCY1B2,2.75870358774021e-5
REM1,5.69973301393788e-6
RP2,1.53392948887766e-4
RHOBTB1,1.74264988097571e-6
MFN2,4.69348444822228e-5
RAB3D,6.07458968978962e-5
GNA14,2.35800645219831e-5
GLUD1,1.6204089496049e-4
GNAI2,6.39859306393257e-5
SCG5,8.06958873465526e-6
INSR,2.70784057259073e-4
ANXA6,1.75626817898621e-5
HSP90AB1,3.45058224970251e-4
SRPR,5.58903884932204e-5
GNAI3,6.05831889290985e-5
RAB40AL,1.53659028337832e-5
GIMD1,9.12781769906308e-7
RRAS,2.02982687730518e-5
EEF2,2.80754099279268e-5
NME1,9.0960686370963493e-05
NPR1,1.1159459608347e-4
GNAZ,2.23177683704394e-5
GNAT2,8.37513710093682e-5
ERCC3,2.07731458120863e-4
RAB3B,1.56327985294709e-4
MX2,1.87110021675969e-5
NPR2,1.43434392089717e-4
GUCY2C,3.82608911356246e-5
AK4,1.27327673432538e-4
ADSS,1.02637560003719e-4
GNA15,5.38725367541461e-5
GCH1,2.54863304471804e-4
GUCY1A2,4.36029282838292e-5
PCK1,1.85748717998166e-4
ARL2,8.28494571168571e-5
GNL1,1.04946525471787e-5
GLUD2,1.43272471676183e-4
ARL4D,7.55916637683063e-6
SEPHS1,5.70591480675878e-5
NUDT2,1.7090620363495e-4
GUCY2F,5.24333550156479e-5
RND2,3.27444432080865e-5
ARFIP2,2.22353459806885e-5
SUCLG1,2.06257602651171e-4
EIF5,9.62991526932468e-6
ARL4C,1.28807412077904e-5
RAB25,1.08827416816839e-4
RAP2B,2.78968524995156e-5
ARF6,9.44291317251913e-5
RHOB,4.11631977627813e-5
RHOG,4.29091223278892e-5
GUCY2D,5.20924698800045e-5
DNM1,1.67076873959147e-5
EEF1A2,2.42765954885593e-5
ACSM1,1.65235070379738e-4
ARHGEF5,5.63214667850477e-5
ARHGAP5,2.32027196344063e-5
RAB32,1.67266584765227e-4
TUBA3C,1.07538527648768e-5
TUBB2A,1.09095852740268e-5
RAB33A,2.17735828853393e-5
GNA13,7.52893550868985e-5
RAB39A,5.59406763733885e-5
NOLC1,1.72518734858032e-5
LRRK1,2.58724144071014e-6
ARL13B,7.36028109537079e-5
ARL13A,1.39223809516366e-6
RAB41,1.28340442651258e-5
EEF1A1P5,9.70973365716399e-6
HHAT,9.37268906300047e-6
RRAGB,4.52539632355853e-5
NUGGC,2.29015773818957e-5
ACSM5,1.34430632615415e-5
C10orf129,1.31311446551381e-5
TUBA3E,8.26632661498668e-6
DNM1P34,6.08538446409486e-6
RASL11A,1.39676556090995e-5
ARL9,1.39223809516366e-6
GBP6,8.39984048654826e-6
SEPT14,1.06517030133474e-5
RRAGA,7.56490546276226e-5
GVINP1,1.15664102828313e-6
ERAS,5.44032890334303e-6
MMAA,5.50672836421181e-5
GSPT2,9.94588112976006e-6
REM2,5.98949842599092e-6
RASEF,1.31119083408058e-5
GUF1,1.13098633759158e-5
NIN,9.78333439253939e-5
ARL14,1.64092332566186e-6
RAB42,8.28073550117336e-6
MB21D1,8.366333013473e-5
GBP7,5.62645674786234e-6
NOA1,2.98495912857398e-5
GIMAP8,1.43723059379625e-6
GIMAP7,6.95651232198215e-6
URGCP,1.2378615271177e-6
RAB40A,1.53285357485055e-5
RASL10A,6.30379768681117e-6
RAB1C,1.68707792417756e-6
RIT1,6.91623517368552e-6
ARL11,2.40440302389044e-6
GTPBP3,9.31546099934908e-6
RAB7B,1.46196572042627e-4
RASD2,4.12299068303326e-5
RAB39B,1.33935488491236e-5
NUDT16,8.77882425114668e-4
RAB3C,2.77802868749237e-5
DIRAS2,8.41202954176146e-6
SUCLG2,1.48850769112568e-4
ARL5B,1.39223809516366e-6
RHOV,2.31670115357873e-6
GBP4,5.76072387395307e-6
RASL10B,4.21887790425108e-5
RASL11B,5.36709474091984e-6
RTKN,1.33842718444307e-5
TUBB2B,1.1831109326189e-5
NMUR2,2.23532277353827e-4
NIF3L1,1.17957139968976e-4
RAB6C,1.98802998501194e-5
RANBP17,1.31567442747675e-5
TUBB1,1.29585631948201e-5
GTPBP5,2.3269092678382e-5
RABL5,1.37064029153963e-5
TUBA4B,2.28881989983597e-6
RRAGC,4.72919749906977e-5
RAB9B,3.60787951817411e-5
RRAGD,4.51779476689896e-5
LANCL2,1.5348638547738e-4
ARL8B,1.63933149901066e-5
GNL3L,6.71172521610266e-6
RAB20,5.68349022291396e-5
RASL12,5.36709474091984e-6
MOCS1,1.29411300947851e-4
EHD3,2.78439842683696e-5
EHD2,9.18105722716215e-5
DNAJC27,8.27619260735784e-6
GIMAP2,2.16556320920029e-6
AK3,1.62250779757129e-4
TUBE1,1.60800365692126e-5
RAB22A,4.25513503019825e-5
TPX2,2.76667268291674e-5
RNF112,5.93543905518595e-6
RASD1,1.06402198571578e-5
DRG1,3.57547694299577e-6
SRPRB,1.59910420314468e-5
GMPPB,1.49845929642742e-4
ARL2-SNX15,1.95543276058379e-6
PRPS2,1.0097883647389e-4
SMCR7L,3.44338062807004e-5
PDE5A,1.27732346774671e-4
PDE6G,4.84276904421568e-5
CNGA1,5.67739678350241e-5
PDE6C,4.64111099557375e-5
PDE1A,1.04782647621149e-4
PRKG2,6.82691626474743e-5
PDE6H,3.06146235442732e-5
PRKG1,1.23460118562532e-4
CNGB1,1.28743137220503e-4
CNGA2,3.98334178090247e-5
CNGA3,8.71145934776785e-5
CNGA4,4.6296473784131e-5
PDE11A,6.11191601392986e-5
CNGB3,4.66321348599338e-5
PDE10A,6.56973476845406e-5
TMEM173,1.9043024898248e-4
GRPEL2,2.4763994182062e-5
PFN1,9.32995251262384e-5
PFN2,8.38148585669451e-5
GRPEL1,2.41344790807023e-5
ST13,1.4199488371457e-4
TREX1,1.14274698090639e-4
ATP11C,5.73305991923095e-5
DNAH8,3.196573850911e-5
MYO18B,1.13277343485333e-5
ATAD5,1.01190519817556e-6
ABCA8,9.71497400802169e-6
IKBKE,5.03993560634727e-5
HELLS,9.28062925138605e-5
MUSK,1.5430598015425e-4
SYN3,7.45399332023508e-6
MYO19,4.52724522365398e-6
AAK1,3.07818965717225e-5
RYK,1.38654807229849e-5
DAK,1.78782935163945e-4
MATK,9.01858157983056e-6
CAMK1D,4.79248537236635e-5
EPHB1,1.05777946893983e-4
IQCA1P1,5.9383046985229e-7
DDX50,1.88987767986925e-6
PRKACB,1.62628532038149e-4
ATP11A,2.91757087453151e-5
CLK1,1.00548029453183e-5
MTHFD1L,9.77423438890935e-5
STK4,7.12008882044929e-5
NME4,7.64726301422711e-5
ABCB7,3.57243918528961e-5
SYN2,5.43731869412746e-6
KIF1B,4.553607813349e-5
CSNK1G2,9.9365676848397e-6
CARS2,6.42396712113101e-5
KIF3C,1.64248116248028e-5
CLK4,5.22163546790629e-6
NDUFA10,2.76133930169793e-5
POLQ,2.46006366231413e-5
ASNA1,7.98492148308783e-5
DDX24,9.09906935499563e-6
PRKAA2,1.78439148610402e-4
LARS,1.03256621636493e-4
NEK3,3.02260144300225e-6
MYO15A,1.15365745958371e-5
DNAH11,1.32612184314667e-5
TAP2,5.60281106394737e-4
WNK3,1.87232273131965e-4
DHX29,2.77438108033568e-5
STK3,7.05060012584748e-5
RECQL4,6.46507886707646e-5
TLK2,3.2303264709202e-5
ALK,2.31292338658208e-5
PSKH1,3.14212857742495e-6
KIF3A,1.24852603431278e-4
DDX27,7.56350514148449e-6
SRCAP,1.20612652718338e-5
SPG7,9.20792274768489e-6
MARK1,2.39121624876477e-5
PRKCQ,1.70512782395222e-4
PRKD1,1.82558973562612e-4
MYH7B,5.52425682933784e-6
OAS2,4.27380137093208e-5
ACACA,2.13539172665546e-4
TTLL9,1.69184279965333e-6
RPS6KC1,2.76776600078881e-6
CDK13,8.50897766701374e-5
P2RX3,1.15392950795394e-4
DDX1,1.09246643920681e-4
PFKFB2,1.30241151883854e-4
UBA6,6.36669056105772e-5
UBE2QL1,9.14126279609615e-6
DDX58,1.16805858519209e-4
DDR1,1.72032584952409e-4
TARSL2,4.56562321302611e-5
VWA8,5.81634566672681e-6
CARNS1,1.77275717759748e-4
PALM3,1.58265581757716e-5
OBSCN,5.87336636335416e-5
SMCHD1,9.68974183391974e-5
CBWD7,5.9383046985229e-7
CCT8L1P,8.95730920856659e-7
FIGNL2,5.9383046985229e-7
WNK2,2.69209007868834e-5
LACE1,8.38815283178622e-7
DDX11L8,1.31997975816328e-5
SRPK3,3.44955320872851e-6
GSK3A,4.62144431138509e-4
ERCC2,2.12304454385643e-4
KSR1,1.77970328990614e-5
RUNX1,1.83037946544609e-4
MYO1G,2.99182825383945e-5
TRIB3,5.90834450557426e-5
HSPA14,2.98175974471882e-5
EPHB2,1.20303376972023e-4
ATP1A2,2.42539051538899e-4
KIF12,9.96927695908289e-6
ATP8A2,2.31475461768903e-4
PFKP,4.67544583856461e-5
HK1,7.41296316518149e-5
CLK2,1.96149795391158e-5
MYH11,1.31189818072145e-4
DDX39A,8.08411902731515e-6
MYO9A,1.41980224103784e-5
HARS,6.38058984675478e-5
STK33,2.04904135937964e-6
P2RX5,5.9344759292517e-5
ERBB3,4.79776621216895e-5
ATP9B,3.33220692411958e-5
SARS2,7.80112554845856e-5
TRIT1,5.7959791938799e-5
CAMKV,2.5285249021034e-6
DDX11,3.10379208268145e-5
STK16,9.03570561136414e-6
ERBB2,2.01189378062132e-4
PRKD2,2.20875208657589e-4
LIG1,1.1096529321078e-4
NME7,1.02695109735194e-4
EPHA6,1.00227247646039e-5
CLPB,3.92738267896954e-6
MCMDC2,1.27733941664827e-6
ILF2,3.80548329766683e-6
ABCC12,8.79106082185881e-6
KIF9,2.77236776924713e-5
SLFN5,9.33372762660968e-7
RIOK3,1.87257782668159e-6
FLT4,7.67830677561787e-5
TEK,1.37418706226892e-4
DGKB,1.08760250161169e-5
ERCC6L,5.94981838828522e-6
KIF26B,1.18973867915509e-4
ATP13A4,1.09558021407432e-5
ABCC4,6.37268052093861e-5
NTRK3,4.49707599619338e-4
KIFC3,5.83952698618564e-5
STK32A,1.67144532256668e-6
PMS1,3.30335251178764e-5
GALK2,9.2672071167424e-5
KATNA1,3.54325601986449e-5
VARS2,7.60923986811088e-5
EPHA5,6.8988251291039e-5
CDK11B,8.59643235312049e-6
HSPE1,1.13823766591828e-5
ITM2C,1.10546090657586e-5
LARS2,7.64043172875121e-5
DDX3Y,7.56252713381018e-6
HSPD1,3.46869152167538e-4
QARS,1.18969970827867e-4
PMS2,9.75446058291336e-5
EIF2AK3,1.63421626256493e-4
STK36,4.70987573819644e-5
NME6,7.78300256952329e-5
BCS1L,1.07675323955001e-4
TNK2,6.0767894588353e-5
STK25,1.73607580798365e-4
MAST4,1.95972677579754e-6
SRPK2,8.7937045987702e-5
PHKG1,6.35161533381487e-5
PTGES3L-AARSD1,3.64719867313137e-5
IGF1R,2.26815601640703e-4
CKMT1B,9.44001201290198e-7
DARS,6.58808703004163e-5
MAP4K4,4.3083409803781e-5
BBS12,1.91454869253192e-5
RFC4,6.21899481313361e-5
PNCK,4.12406467120348e-6
KIF1A,1.84381776971247e-5
GART,2.85025538758525e-4
ADCK2,1.78838879300634e-6
DHX58,1.2773660847596e-4
CAMK1,4.87021897632018e-5
KIF26A,3.88584471491644e-5
ROCK2,1.08423824811145e-4
CHD6,4.48055893533201e-5
ABCF2,1.58551914306907e-5
AKT2,2.36915592100291e-4
OXSR1,1.14094511599629e-4
PFKFB4,7.05310567544763e-5
DALRD3,4.5511324993157e-5
PRKD3,7.02661510585174e-6
GCK,3.05239966092483e-4
PTK7,1.13725926398301e-4
CKMT1A,2.62841956052233e-5
ABCB8,1.9486519007627e-5
MYO1A,3.79000397760102e-5
ULK4,2.3334486989717e-5
KIF5C,1.80784348369339e-5
EPHA3,9.04972573237565e-5
NME9,7.21711521692261e-5
STK17B,1.68177967487347e-5
CAMK2D,3.96118908324342e-4
CKMT2,2.66654160524487e-5
ABCC10,9.95374080298139e-6
KIF20A,2.96764499710125e-5
TXK,1.03959079072102e-4
ABCE1,3.6557190570291e-5
KIF2A,3.50374741102632e-5
CDK18,5.07038755917678e-6
YTHDC2,7.52846042260646e-5
HSPA9,1.45613970449361e-5
RTEL1-TNFRSF6B,1.29271405027725e-5
PRKCZ,3.97056788773974e-4
GAK,1.03335889260408e-4
TEC,2.10850715364431e-5
NEK1,1.14171029712847e-5
CDKL2,6.23504110103977e-6
CAMK4,1.53382579463794e-4
DCK,9.67487459862815e-5
KIF15,4.19744004949566e-5
TBCK,8.7446203046085e-6
PET112,6.76014357579284e-5
CSNK1A1,1.85088916875341e-5
PAICS,1.51794918190697e-4
GRK6,1.39472036894618e-5
HSPA4L,2.08304268039253e-6
DDX46,9.98090262634882e-6
HARS2,6.42888474391593e-5
ACVRL1,2.46623572166103e-4
HELQ,4.72177972110984e-6
ABCA10,5.72363180923564e-6
MOK,5.25381942295021e-6
ABCG5,1.39871915286408e-4
CDKL3,4.89485698510124e-5
IKBKB,9.72894277296466e-5
PANK3,4.50938355963711e-5
SGK3,1.43642603065063e-5
PTK2,1.64680403597748e-4
DGKI,3.48438497722879e-5
EIF4A2,1.33826979787421e-4
LONP2,6.06669095688305e-5
FES,6.19026785212358e-5
NAIP,4.29443352583769e-5
FLT3,1.53390474703131e-4
KIF13B,1.25752691187455e-5
ATP2B1,2.27527618067632e-5
P2RX6,5.43805464857151e-5
ERN2,3.77317444095809e-5
MARK2,8.24840529944317e-5
SNRK,2.83793833610882e-6
DHX36,8.40258484984312e-5
DDX55,7.44113635899203e-6
NEK4,6.5538575476267e-5
CHTF18,1.71025983756892e-6
KSR2,1.80944964602518e-5
HK2,8.4923104857083e-5
PRKCE,3.4962960745481e-4
LIMK1,3.53963746758307e-5
STK32B,1.52431256731558e-6
CSF1R,1.55444855015744e-4
PDPK1,2.01202314573328e-4
DNAH12,9.6857867839904e-6
MCCC1,1.03181304009766e-4
EPHA4,3.44883551169099e-4
PANK4,4.50938355963711e-5
MKNK1,1.30159120411552e-5
DDX10,8.60524150988743e-6
AK5,2.83467479201062e-4
NEK5,7.96907691212279e-6
ABCG4,2.21656721371358e-5
HYOU1,1.79119619002046e-5
LCK,1.93971476414234e-4
SWAP70,3.31667470268509e-5
RPS6KA4,1.29738402807759e-4
BLK,1.99894660391903e-5
ABCC8,4.52590469817706e-5
CLP1,3.54536889886713e-4
CHKA,1.08351538428101e-4
TYK2,3.64798179967311e-5
SGK494,1.49022963543036e-6
KCNJ11,1.4791384707105e-4
RPS6KB2,2.89060979259301e-5
NRBP2,2.20564583064183e-5
SGK1,6.4786528317761907e-05
PC,1.06384155419252e-4
NARS2,5.51428627883192e-5
ADRBK1,2.43593813338674e-4
PFKFB3,7.07353963019327e-5
ERCC6L2,8.28206454224047e-6
STK32C,1.52431256731558e-6
KIF27,2.04355010640081e-5
SGK2,8.2660368572953e-6
TOR3A,1.50010332280733e-5
PIK3C2B,5.18758702985733e-5
WNK1,7.8999619530602e-5
ABCB9,4.38437847873445e-5
MVK,1.24249422754602e-4
KCNJ8,9.71115878788148e-5
STK38L,2.64906348049843e-6
TPK1,2.29675532452045e-4
TBK1,8.48181783407859e-5
P2RX4,1.80502668294009e-4
DDX47,1.27088565529326e-5
P2RX7,1.66755858661718e-4
RECQL,5.22916881214649e-5
PIK3C2G,4.09298785910925e-5
DHX37,1.20147669689193e-5
DHX8,1.42717103507117e-5
CDK8,1.46620850694351e-5
MYO1C,1.88139051736754e-4
CDK17,5.00833957871444e-6
ABCA13,5.72363180923564e-6
DDX19A,8.93498132611713e-6
CDK19,4.99647105043747e-6
DDX39B,1.5965222107073e-4
TARS2,1.16969554165796e-4
ABCA4,9.67560838455979e-5
FBXO18,7.64237194670981e-5
KIF6,1.51156656881316e-5
NME1-NME2,1.28878314131673e-4
HSP90B1,1.00449803723959e-4
SCYL2,6.30948211361627e-5
OAS1,6.31391075341113e-5
DDX54,2.06336451511588e-5
OAS3,4.85347878504042e-5
NUAK1,3.01243400899213e-5
C12orf76,1.36445934315434e-5
KIF19,1.89811754444649e-4
AK2,1.83978403512274e-4
ATP5B,2.27703775041364e-4
NRBP1,5.40555796446136e-6
CDK10,2.85955711203418e-5
MYO16,9.96396576717216e-6
UBA3,6.15152240082196e-5
ACACB,2.00497687375877e-4
NEK7,6.56655311165365e-6
DDX31,7.87238015205852e-6
CDKL4,5.14137818754154e-6
EPHB6,9.80608349756243e-6
ABCC5,2.36563310248755e-5
KIF7,1.87135348114518e-5
DDX56,1.37231991328465e-5
UCK1,1.61299525029287e-4
ABCC9,6.92848520299806e-5
WARS,6.59611110865427e-5
ATP10A,2.84650355520595e-5
TEP1,4.24266557160427e-5
NEK9,9.10265928852721e-6
XRCC3,1.7965869125305e-4
ITPK1,5.01902528839109e-4
CKB,6.27338299784352e-5
DGKA,1.11850816760073e-5
PRKCH,1.26515625425188e-4
ABCD4,2.78232216497723e-5
DCLK2,1.91737162642737e-6
ATAD3A,5.584071025031e-6
HCK,1.59389315647563e-4
ABCA3,7.74188302315806e-5
VARS,7.60923986811088e-5
PKN2,2.566593616555e-5
RARS2,4.89969329997336e-5
SIK3,1.42356666283367e-5
AK1,1.14901474989469e-4
ABCA9,5.90656864209964e-6
PCCA,2.46489217305315e-4
CDC42BPA,2.17806278238704e-5
STK24,2.67751620759122e-5
RAD54L2,2.39559141442897e-6
TOR1B,3.39483576534149e-5
ATP2B2,2.32168130250939e-4
ATP11B,8.62873729331742e-5
PIK3CB,1.09848527571586e-4
DDX60L,1.3777538138257e-6
ATP8A1,4.59631194564406e-5
DDX41,1.6623787527537e-5
ATP10D,2.78642960390843e-5
ABCC3,1.61669621945326e-5
HK3,6.66916375985237e-5
FGFR4,1.43218307378304e-4
DGKQ,3.50262040973223e-5
SKIV2L2,1.17547886135768e-5
SPATA5L1,7.38737606956366e-7
EPHA10,1.60362062398374e-5
TNNI3K,1.3024981605986901e-05
RRM1,7.22122041730452e-5
PRPF4B,4.55704567856683e-6
CDKL1,5.80056519275823e-6
MSH5-SAPCD1,8.19520593108406e-6
STYK1,7.62729621322046e-6
ABCF1,3.4397746177909e-5
ANKK1,1.49022963543036e-6
NAV3,4.45688803253735e-6
DDX23,5.74202098728645e-5
KIF21A,9.78909529952529e-6
MARK3,1.84279641495315e-6
VRK1,2.4305432113931e-4
RPS6KL1,2.05993071399926e-6
CLPX,1.03978849373457e-4
ATP8B4,2.74226527221753e-5
DAPK2,7.38604149473679e-5
TRPM7,1.08750463220606e-4
CDC42BPB,9.33775712444602e-6
MYO5C,3.42269075771358e-6
EIF2AK4,3.63133010380744e-5
ERBB4,2.37568921006052e-4
DDX17,4.02213122087403e-5
DDX19B,9.02483047682582e-6
NME3,7.14812341951525e-5
PHKG2,1.13812288349106e-4
BCKDK,9.85687877689464e-5
CLK3,7.78865856804916e-6
MVD,1.54684555338975e-4
AMHR2,2.8002787049837e-4
EEF2K,6.51082544432244e-5
CHD9,3.10666649783501e-6
TTBK2,1.43205506904527e-5
PRKCB,1.53470672820236e-4
LTK,4.53145724196659e-5
ABCB6,1.32421846864361e-4
DNAH14,5.13338002727643e-6
DHX30,1.59668309621968e-5
KALRN,9.76895785202776e-6
SMARCAL1,4.94639085344634e-5
DTYMK,4.0849483692554e-4
SPEG,9.11502574957121e-6
NEK10,1.25039130006511e-5
ABCB5,3.62909106797593e-4
AATK,2.96013944382753e-5
PAK2,8.58375119748078e-5
SHPRH,1.07057262450434e-5
HUNK,1.71224791748419e-6
DDX18,1.18770617022831e-5
TTLL4,9.69123640535217e-6
SKIV2L,2.98956582386334e-5
HLTF,8.22459708417349e-6
ATP2A2,3.76629436505743e-4
FLT1,2.79218628571367e-4
PFKFB1,1.92986308466195e-4
TRAP1,5.80833401526539e-5
RUNX2,8.46295505616689e-5
DGKE,1.18225431674833e-5
KIF1C,1.60227546977091e-5
DHX33,2.89647672232209e-5
NLRP1,6.32314243686659e-5
MLKL,1.48186687858637e-5
EIF4A3,4.40885301832908e-5
SRR,4.77402975260484e-4
ABCC1,1.92630348845119e-5
NLRP2,5.39781073145133e-5
KIF5A,1.97209880364807e-5
NTRK1,2.59982547699057e-4
HIPK1,8.34741991688098e-5
NME2,1.58114845876753e-4
CAMKK1,4.38842608335289e-6
IARS,5.90674035454977e-5
SEPHS2,2.00953877039223e-4
SMG1,1.75884487820884e-5
EIF4A1,3.05132669305277e-5
STRADA,1.9486236745285e-5
FUK,5.55137146186284e-5
DHX40,1.18455902622036e-5
ACTG1,2.78446864964177e-5
YES1,2.89049603843246e-5
CDK12,7.85870366746473e-5
BMP2K,4.67652330141006e-6
KATNAL2,2.13360873810488e-5
MKNK2,1.66322743573335e-5
NARS,1.00312771976095e-4
MAST1,2.42472895187885e-6
ATP5A1,8.52786272486679e-5
DNAH17,2.59128508500131e-5
NEK8,9.03820868943908e-6
WNK4,1.24821496379964e-4
AFG3L2,5.71690365908656e-5
COASY,1.2430533235245e-4
ATP8B1,2.09812094161048e-4
NLRP7,5.9383046985229e-7
GALK1,1.48660154261244e-4
UBA2,9.39156873601588e-5
DCAKD,5.87912434030541e-5
MYO1F,4.94802479113229e-5
DMPK,2.38254433039029e-4
VRK3,2.06091634561303e-5
DAPK3,4.7423967790551e-5
DDX49,7.36723776616412e-6
DYRK1B,1.77455032755782e-5
PAK4,5.52209894764611e-6
PIK3CD,2.49423533882115e-4
RTCA,4.01218090557307e-5
PIK3C2A,6.53557669718034e-5
DDX3X,2.06416046192608e-4
PDXK,2.39208882904456e-4
CHD1,1.54315789926453e-5
CHD2,1.70180113387317e-5
TOR1A,2.35778181291492e-4
OPLAH,8.19303600687326e-5
CASK,6.24765360691362e-5
BTAF1,2.12242682901005e-5
PIP5K1B,3.08163117676241e-5
TRANK1,6.74931525431445e-7
KIF3B,1.31817225996976e-4
PFAS,9.18577162815698e-5
DCLK1,1.92205758892054e-5
CHUK,1.06330157569383e-4
NVL,1.22348061399215e-6
DHX15,6.09458247815904e-5
DYNC1LI2,1.40746532237724e-5
HSPA12A,8.788745465994e-7
ADCY6,8.30895722952459e-5
PPIP5K2,1.13413285717407e-4
TIMM44,4.42607503252212e-5
GATC,7.36285772342541e-5
DYRK3,7.65197383036055e-6
PRKY,1.49022963543036e-6
PEX1,9.04829365414315e-5
DHX16,1.35449079266348e-5
SMARCA5,1.04168279572495e-4
MAST3,1.82668816697044e-6
PIP5K1C,1.31627960675186e-4
NME2P1,7.1217621849464e-5
ADCY9,4.71048223306855e-5
JAK2,7.64151089340532e-4
DNAJA2,7.55337190619465e-6
KIF21B,9.78909529952529e-6
ATP9A,2.96006930210104e-5
XYLB,1.67523599519473e-4
VPS4B,2.08120636862325e-4
ENTPD3,1.46632849313864e-5
ERN1,2.3722863214913e-4
SNRNP200,6.85998134347269e-5
TRIO,1.90085748324395e-5
CDKL5,5.82564788724172e-5
SLC22A5,5.03972134279467e-4
STK10,8.77792428160651e-5
ATP10B,2.82377280328709e-5
ABCC6,1.2221916433197e-5
