gene,logFC
DHRS4|DHRS4L2,-0.5515085207258651
DHRS7,-0.5687055169937516
DHRS7B,-0.07469536888489942
DHRS7C,0.1287967402929253
DHRS9,2.404063357283266
DHRSX,-0.8376120798408139
DHTKD1,-1.7514722792758386
DHX15,-0.5624991135706716
DHX16,-0.2223503830203683
DHX29,-0.26823932101117354
DHX30,0.42893935666528005
DHX33,-1.0766301494573325
DHX34,-0.16441423555336762
DHX35,-0.6448375740631455
DHX36,1.219266866730497
DHX37,-0.35874131258002506
DHX38,-0.19985801541451426
DHX40,-0.08489985986833858
DHX57,-0.36983535052753064
DHX58,-0.35315401266336
DHX8,0.15652590598194685
DHX9,1.6575885905108076
DIABLO,-0.25155400031663017
DIAPH1,-0.5278152482738565
DIAPH2,-0.35868041138780343
DIAPH3,0.9104411339700601
DIAPH3-AS1,0.07231289399092124
DICER1,0.8003950596254517
DICER1-AS1,0.10988696432911596
DIDO1,-0.5820929680491794
DIEXF,-1.1547959855564667
DIMT1,-0.18616516379636414
DIO1,-4.168930430275116
DIO2,0.33495148300499833
DIO3,-0.174891843853946
DIO3OS,-0.48121576937823973
DIP2A,1.089677457513355
DIP2B,-0.3890679969090513
DIP2C,-0.866891501518873
DIRAS1,-0.2274542978955885
DIRAS3,-1.4227085006731484
DIRC2,0.5306217871449267
DIRC3,0.17454531766477338
DIS3,-0.8753708905905794
DIS3L,-0.29636432752904335
DIS3L2,-0.0828714975553277
DISC1,0.07206341406897838
DISC1|TSNAX-DISC1,1.2422085377595897
DISP1,0.22349409283044375
DISP2,0.0939783526134283
DISP3,0.18018505312581226
DIXDC1,-0.5523385372202387
DKC1,0.3062889815565636
DKFZP434H168,0.00619451394264322
DKFZP434I0714,-0.05820828244803781
DKFZP434K028,-0.17158673679593703
DKFZP434L187,-0.05406419326510417
DKFZp451B082,0.014388030887650685
DKFZP586I1420,0.17956866783956332
DKFZp779M0652,-0.5907815958727425
DKK1,0.20593590523824146
DKK3,1.2218090323385902
DKK4,-0.018308782513940886
DKKL1,-0.053154564324278605
DLAT,-1.2049472471309828
DLC1,0.9766389958132415
DLD,-0.5938166752468279
DLEC1,0.24961633787937115
DLEU1,-0.9104701868271577
DLEU2,-0.19896796584072038
DLEU2L,0.69041913040814
DLEU7-AS1,0.21959969764017098
DLG1,-1.6795987194895101
DLG2,-0.00548215110095526
DLG3,0.67730422947193
DLG3-AS1,-0.4239516753810578
DLG4,-0.3894408515908484
DLG5,0.3585331348391091
DLG5-AS1,0.003870799731875863
DLGAP1,0.2732915895718373
DLGAP1-AS1,0.7162104269319225
DLGAP1-AS2,0.36678916814025403
DLGAP1-AS3,0.6672896932719842
DLGAP2,0.05867207833163831
DLGAP3,-0.145647724821857
DLGAP4,0.5494257144517946
DLGAP4-AS1,-0.010289066160840129
DLGAP5,3.8348202671627516
DLK1,-1.2337434646574306
DLK2,-0.28160360535807466
DLL1,0.2593647538715869
DLL3,0.19344277918239533
DLL4,-0.286777552894246
DLST,-0.04045568236732571
DLX1,-0.1270755279674701
DLX2,-0.16644645716693668
DLX3,-0.13415911657538468
DLX4,0.1536374188640369
DLX6,0.018384071483895707
DMAP1,-0.06612060370062459
DMBT1,0.6374971391442389
DMD,-0.5129624402654838
DMGDH,-3.7719017824359775
DMKN,0.5156543641137856
DMPK,0.38976684207473045
DMRTA2,0.009138830885388362
DMRTB1,-0.2037275130673969
DMRTC1B|DMRTC1,0.3857343101232809
DMTF1,0.0780677034773056
DMTN,-0.5359798638390467
DMWD,0.2658452020573703
DMXL1,-0.8281391224579421
DMXL2,1.5724840566656038
DNA2,-0.5971542041264547
DNAAF1,0.38307178769962225
DNAAF2,-0.7075321912732859
DNAAF3,-0.17972557995909033
DNAAF5,0.35063856071526706
DNAH1,-0.4513894768043364
DNAH10,-0.0664933956994235
DNAH11,-0.2389446074828235
DNAH12,0.06953729939738883
DNAH14,-0.6129184193180268
DNAH17,-0.09657070685269414
DNAH17-AS1,0.009352841658038787
DNAH2,0.013855835160669322
DNAH3,-0.19350302800928965
DNAH5,-1.9310142987382515
DNAH6,-0.35311506466051296
DNAH7,-0.3054527591517862
DNAH8,-0.033453960626238954
DNAH9,-0.22751707497260457
DNAI1,0.0962569416861636
DNAI2,0.2357482545566483
DNAJA1,-0.8894870097930166
DNAJA2,-0.48638458789280425
DNAJA3,-1.0106816102950376
DNAJA4,0.6695182201077383
DNAJB1,-1.6412723388774848
DNAJB11,-0.5768711379056599
DNAJB12,0.34648243075498053
DNAJB13,-0.4641092609027047
DNAJB14,0.6300639324025917
DNAJB2,-0.5559040321474276
DNAJB4,0.016505318224403553
DNAJB5,0.39380491872080664
DNAJB6,-0.6234009064793061
DNAJB8,-0.34144644361681814
DNAJB9,-1.9886159173184543
DNAJC1,0.20229455124140122
DNAJC10,0.5736630038920145
DNAJC11,-0.18307724725763916
DNAJC12,-3.348664595481934
DNAJC13,0.8003593334098559
DNAJC14,-0.7827599210089283
DNAJC15,-0.29681085880376396
DNAJC16,-0.44061343667052233
DNAJC17,-0.47851396890611925
DNAJC18,0.32161290955916916
DNAJC19,-1.3564799646662828
DNAJC2,-0.012725201309811852
DNAJC21,-1.0006064119962235
DNAJC22,-0.6412093898918017
DNAJC24,-0.4564660529134766
DNAJC25,-1.3294235056308306
DNAJC25-GNG10|GNG10,0.6404011652973608
DNAJC27,-0.34929495978391134
DNAJC28,-0.32847663523031656
DNAJC3,-1.7393580989322763
DNAJC30,0.14653510413096513
DNAJC4,-0.2770032047921292
DNAJC5,0.5310622865426019
DNAJC5B,1.7113143955521313
DNAJC5G,0.0733814397564428
DNAJC6,0.408185549097054
DNAJC7,0.34256217724122817
DNAJC8,-0.2679322481231281
DNAJC9,0.7969509113897388
DNAJC9-AS1,-0.09994582066613354
DNAL1,0.35679117660792015
DNAL4,-0.06910474193043009
DNALI1,-0.4031861595896125
DNASE1,0.3043175883698439
DNASE1L1,0.592862905612816
DNASE1L2,-0.0642261925253643
DNASE1L3,0.7030853625867044
DNASE2,0.661438780487463
DNASE2B,0.7965607902748911
DND1,0.438972218032163
DNHD1,-0.7913046603671761
DNLZ,0.003967941618285449
DNM1,0.03546750719070151
DNM1L,0.7426527165536164
DNM2,0.1443967961118986
DNM3,0.3929695588464354
DNM3OS,0.405694325070419
DNMBP,-0.7652480457246625
DNMT1,0.42203960203769686
DNMT3A,1.093372723206887
DNMT3B,-0.41408701586512087
DNMT3L,-0.12780949351247495
DNPEP,-0.31825044539208447
DNPH1,-0.6487239689316483
DNTT,0.03764262799521249
DNTTIP1,-0.16380290037652356
DNTTIP2,0.4064906194531289
DOC2A,0.06308872294347485
DOCK1,-0.4661115994919157
DOCK10,2.131152841419659
DOCK11,2.986716404837972
DOCK2,3.130488973781533
DOCK4,-0.3088191408953263
DOCK5,0.2103200594852644
DOCK6,-0.41750843902558804
DOCK7,-0.35061660148932244
DOCK8,2.3092172730720915
DOCK9,-0.911604967067677
DOCK9-AS2,0.03907513767051099
DOHH,-0.8178956912760643
DOK1,1.0807876072577955
DOK2,1.376925315890771
DOK3,2.779931353790931
DOK4,-0.5027119732596215
DOK5,0.8353365589173302
DOK6,-1.249797817119151
DOK7,0.137441604206748
DOLK,-0.31564251802003374
DOLPP1,-0.7852762564470835
DONSON,-0.7716955699537968
DOPEY1,-0.19572098968065535
DOPEY2,0.23202746114910816
DOT1L,0.4907949635505961
DPAGT1,-0.3253218814201952
DPCD,1.2743082652759312
DPCR1,0.13878101927224684
DPEP1,0.30476371111526274
DPEP2,3.0050685766123078
DPEP3,0.10253082332700482
DPF1,-0.15739643513919324
DPF2,0.6155068399599549
DPF3,-0.7512618503600393
DPH2,-0.09248931619044275
DPH3,-1.0991234500227214
DPH3P1,-0.3299859557562272
DPH5,-0.3554629480782407
DPH6,0.20461779963296134
DPH7,0.10265449001632633
DPM1,-0.2933709908703336
DPM2,0.1254931447112019
DPM3,0.4822162936497238
DPP10-AS1,0.4001503861658787
DPP3,0.2650648562359697
DPP4,-1.8542705317673427
DPP6,-0.14443764150084087
DPP7,0.9067525873613829
DPP8,0.6563608124132169
DPP9,-0.6075176795821974
DPPA4,0.043941535398470906
DPT,1.135881632549681
DPY19L1,-0.8180989939041013
DPY19L1P2|DPY19L1,-1.3196001027045103
DPY19L3,0.3371019316419951
DPY19L4,-0.8402436605579138
DPY30,-0.216844837106509
DPYD,-0.7376715688371657
DPYS,-3.7183578096930683
DPYSL2,1.3876607202829565
DPYSL3,1.3778713793973665
DPYSL4,-0.29806674675417255
DPYSL5,-0.21110709098611324
DQX1,-0.0962785983874851
DR1,-0.4016829601321295
DRAM1,0.5858758473483275
DRAM2,1.2852824362333763
DRAP1,0.3984425355765516
DRC1,-0.22175571849317707
DRC3,0.22195156228591684
DRC7,-0.3344228009085265
DRD2,-0.1956129439892266
DRD4,-0.23587458994484653
DRG1,0.06365642274019938
DRG2,-0.2280682081534032
DRICH1,0.03805441627198956
DROSHA,0.5239751865967222
DRP2,-0.039155471517024185
DSC2,1.7489581695674916
DSCAM,-0.16090214572271583
DSCAML1,-0.09676183746803649
DSCC1,0.300678279036833
DSCR10,-0.21543612693523242
DSCR3,-0.38598692062393775
DSCR4,-0.07176160773087596
DSCR9,-0.08045922968943288
DSE,1.0131874426328
DSEL,0.2832210299252413
DSG2,-0.10358519067706581
DSG2-AS1,-0.24344857971168202
DSG3,0.05116576198737158
DSN1,0.5592648041932727
DSP,-1.0259580457158803
DST,-0.7366776990737257
DSTN,0.570387821024689
DSTNP2,-0.30077981680369165
DSTYK,0.9753176821056921
DTD1,0.9052007687659961
DTD2,-0.4683973309564026
DTL,2.762299205237323
DTNA,1.3442251351377177
DTNB,0.22366720862477898
DTNBP1,0.6252109527739464
DTWD1,0.38665757061537503
DTWD2,0.8533659819609906
DTX1,-0.968225452737435
DTX2,-0.3499834610466322
DTX3,1.11038921891641
DTX3L,-0.397606814858775
DTX4,-1.4209447053030717
DTYMK,0.612461897949764
DUBR,0.8488161355892112
DUOX1,-0.20439544913686622
DUOX2,-0.06083909848125964
DUOXA1,-0.07768171699382474
DUOXA2,-0.31138075962833944
DUS1L,0.04109148160205298
DUS2,0.53115825402321315
DUS3L,-0.5836082125971133
DUS4L,-0.4568369225432277
DUSP1,-0.28660666352928765
DUSP10,-1.8763715991699688
DUSP11,-0.007081386956604755
DUSP12,0.32278776794193526
DUSP13,-0.09336222244216197
DUSP14,-0.7732673919137228
DUSP15,-0.12919253991256144
DUSP16,-0.5277240326136949
DUSP18,0.576003400477892
DUSP2,0.3623198352638168
DUSP22,0.39916007077322296
DUSP23,-1.370032862960243
DUSP26,0.015646809494672464
DUSP28,0.19446338804371688
DUSP3,-0.47411141194591344
DUSP4,2.05043324452405
DUSP5,1.8877208368814709
DUSP6,-0.06558468525727458
DUSP7,0.6487313993314783
DUSP8,0.3870656964372581
DUSP9,-0.1652447007766787
DUT,0.7394186585184598
DVL1,-0.3455819738413733
DVL2,-0.12178155888731007
DVL3,0.17380778878393058
DXO,-0.46819126171490033
DYDC2,-0.009898600897038048
DYM,0.023429211640032133
DYNC1H1,0.570206218138146
DYNC1I1,0.34253795373843204
DYNC1I2,0.38100120261733467
DYNC1LI1,0.5063863033462548
DYNC1LI2,0.356220193353676
DYNC2H1,0.11331866039405906
DYNC2LI1,0.5755645471722812
DYNLL1,-0.32801536895654987
DYNLL2,-0.24087833922795
DYNLRB1,0.7276574384280153
DYNLT1,0.8106068359111835
DYNLT3,-0.3053283169387345
DYRK1A,0.17456431652319462
DYRK1B,0.19787494237818087
DYRK2,1.3028216284851963
DYRK3,-0.1573919261198451
DYRK4,0.435030740224997
DYSF,1.2870603279855009
DYX1C1-CCPG1|DYX1C1,0.4654130020455493
DZANK1,0.585028589068992
DZIP1,1.0889552319631588
DZIP1L,0.29558364558534833
DZIP3,1.2102194716590176
E2F1,0.18949876122175952
E2F2,0.635010649134687
E2F3,2.3092242548836692
E2F4,-0.35076975815083117
E2F5,0.20737209535913664
E2F6,-0.22127017499315382
E2F7,1.3602232630566145
E2F8,1.5118794546849783
E4F1,0.004593337523732711
EAF1,-0.5936363427031622
EAF2,1.5373404385313982
EAPP,-0.8225026006915748
EARS2,-0.7878833701773971
EBAG9,-0.1658321217422694
EBF1,-0.41959786217445727
EBF4,-0.13703895925563148
EBI3,1.1514320150181419
EBLN2,-0.21641119055578992
EBLN3P,-1.1302355102429407
EBNA1BP2,-0.008505254746282867
EBP,-2.198802262626003
EBPL,-1.793579851922302
ECD,0.11870124116536963
ECE1,-0.43353219483585825
ECE2,-0.9661768386132256
ECEL1,0.14955580493926007
ECH1,-0.49513796863948506
ECHDC1,-0.2037680778719442
ECHDC2,-1.8502302893209606
ECHDC3,-1.3800142159494788
ECHS1,-1.549332513448434
ECI1,-1.282918785745967
ECI2,-1.4040161649858058
ECM1,1.3092902964909563
ECM2,-1.4744211900552566
ECRP,0.14267403565437373
ECSCR,0.4778960316563864
ECSIT,-0.9666895667671164
ECT2,2.1385697827368806
EDA,0.6083082369331037
EDA2R,0.055200133675156714
EDAR,0.06242692194757811
EDARADD,0.01679317782682424
EDARADD|ENO1,-0.04441621660063501
EDC3,-0.888918829889206
EDC4,0.11164075888296902
EDEM1,-0.731168216964125
EDEM2,-0.41368936938807865
EDEM3,-1.2266311487795865
EDF1,0.2951169882912149
EDIL3,-1.0319061795043394
EDN1,1.2385478661985523
EDN2,-0.21274513726549837
EDN3,-0.35745929513176866
EDNRA,1.5543560184101304
EDNRB,1.2565465611179838
EDNRB-AS1,0.31645764906444457
EDRF1,-0.41143441871279646
EEA1,0.5972742968207431
EED,-0.23598487055775125
EEF1A1,0.5656802015809074
EEF1A2,0.03511692127072503
EEF1AKMT1,-0.4699049085790269
EEF1AKMT3,0.13295578442002573
EEF1B2,0.5040026449470347
EEF1D,0.5013493078831901
EEF1E1-BLOC1S5|EEF1E1,-1.0923652738725158
EEF1G,0.5395530923532728
EEF2,0.45849703711532114
EEF2K,-0.55230671374297
EEFSEC,-0.01819357838917896
EEPD1,-0.12860950353801778
EFCAB1,-0.11945639779922072
EFCAB11,1.050233654746273
EFCAB12,0.3883675723774679
EFCAB13,0.9971457034464054
EFCAB14,0.2825874032204908
EFCAB2,0.7123968105874185
EFCAB6,-0.366571155762733
EFCAB7,0.33094028821798394
EFCC1,-0.08436747210283099
EFEMP1,1.4227093879542647
EFEMP2,1.7872744235024847
EFHC1,0.8218760518656418
EFHD1,-1.6559039641785032
EFHD2,1.0839068189346965
EFL1,0.12088480911269983
EFNA1,-2.2464201156729384
EFNA2,-2.7867790106791075
EFNA3,-0.36052312160539207
EFNA4,-0.7260259752026155
EFNA5,0.8552932557423479
EFNB1,0.2466843238124827
EFNB2,0.9623716786311408
EFNB3,0.3884673649388518
EFR3A,-0.5218423356411791
EFR3B,-0.22782261974402523
EFS,0.42365413393606144
EFTUD2,0.5097758075234194
EGFL6,0.12223557443174543
EGFL7,-0.13425990055527348
EGFLAM,0.13107637451425008
EGFLAM-AS2,-0.0948049271790738
EGFR,-1.7485697936408036
EGLN1,-0.7569626021948083
EGLN2|RAB4B-EGLN2,0.030392530151886303
EGLN3,0.35167651182748266
EGOT,0.06523678187132592
EGR1,-0.43780199764163813
EGR2,0.3706879301746827
EGR3,0.14027920737565405
EGR4,-0.05053282997338632
EHBP1,-0.6858478617501088
EHBP1L1,1.7603493565940123
EHD1,1.1888522670185577
EHD2,0.5671111705477943
EHD3,1.3553102892340356
EHD4,0.22508888120026438
EHF,2.916938790341629
EHHADH,-2.6069938695088792
EHMT1,0.6785066994043265
EHMT1-IT1,-0.20571892474053843
EHMT2,0.24560626998734486
EI24,-0.9902407705231142
EID1,0.8159366793344187
EID2,-0.44950814845473486
EID2B,0.7473671703420829
EID3,0.8516861022592523
EIF1,-0.6020361082391538
EIF1AD,-0.0881859671983218
EIF1AX,-1.5973757910554494
EIF1AY,2.160491854074159
EIF1B,-0.04142550603183615
EIF1B-AS1,0.2917139532069296
EIF2A,0.25500159545662193
EIF2AK1,-0.3523207720330238
EIF2AK2,-0.30220221452887364
EIF2AK3,-0.5944162563209449
EIF2AK4,0.5976595856143346
EIF2B2,0.25641994166469145
EIF2B3,-0.35736335071275144
EIF2B4,-0.1567595219378152
EIF2B5,-0.3305032996510299
EIF2S1,-0.2986918576906925
EIF2S2,-0.7192202194360999
EIF2S3,0.7615631543203204
EIF3A,0.3360886792990216
EIF3B,-0.3262946313367189
EIF3C|EIF3CL,0.5380070918512284
EIF3D,1.194869388834287
EIF3E,0.7854389578341382
EIF3F,0.8064060571273661
EIF3G,0.8183925190109774
EIF3H,1.0146298534658857
EIF3I|EIF3IP1,0.2502260761069232
EIF3J,-0.6064522584132819
EIF3J-AS1,0.12162366423917828
EIF3K,0.9911443983599694
EIF3L,0.672553373372347
EIF3M,0.35576205972962516
EIF4A1|SENP3-EIF4A1,0.7417458454129949
EIF4A2,-0.09921709109951715
EIF4A3,0.1315338495703973
EIF4B,1.0579982604689526
EIF4E,-0.7959972467276069
EIF4E2,-0.5120684559590402
EIF4E3,-0.25005028137200164
EIF4EBP1,-0.11752359487540524
EIF4EBP2,-0.7211655341990787
EIF4EBP3|ANKHD1-EIF4EBP3,-0.03315730755973986
EIF4ENIF1,0.1298934038495442
EIF4G1,-1.0441033511956328
EIF4G2,0.10941639340106096
EIF4G3,1.491030507551062
EIF5,-0.5644313169700782
EIF5A|EIF5AL1,-0.40588663856323615
EIF5A2,0.42799341524574636
EIF5B,0.5707785359335406
EIF6,0.22366091395404536
ELAC1,-1.0682984161989726
ELAC2,-0.2286650885375693
ELANE,0.10046623139075621
ELAVL1,-0.732743408173686
ELAVL3,-0.3537542125581422
ELAVL4,0.002266598499333042
ELF1,1.8863739268338076
ELF2,0.4666461729014397
ELF3,-0.45192188628893415
ELF4,2.498460106397221
ELF5,0.3703829493493563
ELFN1,-1.1306800981884748
ELFN1-AS1,-0.21803294328380554
ELFN2,-0.03488902111883577
ELK1,-0.489955673430745
ELK3,-0.13144584395637807
ELK4,-0.4813693015310003
ELL,0.485758125112581
ELL2,0.7295505190078018
ELL3,0.04519613740150703
ELMO1,-0.270723508699968
ELMO2,0.2998969133748037
ELMO3,0.201558965891134
ELMOD2,-1.216429994087704
ELMOD3,-0.4571020246068276
ELMSAN1,0.2567853100308114
ELN,0.4524415033245845
ELOA,-0.6751035808490322
ELOA-AS1,-0.2987609544663248
ELOB,0.5827481336491077
ELOC,0.19411223998971247
ELOF1,-0.25995954611435274
ELOVL1,0.8160880167401396
ELOVL2,-2.871574604902783
ELOVL2-AS1,-0.4713478131293349
ELOVL4,0.023051883685745508
ELOVL5,-0.9809827951395306
ELOVL6,-2.4350590266851917
ELOVL7,2.7726811021658935
ELP2,0.029506815769987316
ELP3,-0.18441123843761906
ELP4,-0.5476447948907444
ELP5,-1.6537671685730853
ELP6,-0.8566476824551565
ELSPBP1,-0.5195019915331506
EMB|EMBP1,1.891882219921936
EMC1,-0.2990688531229488
EMC2,-0.28585822660538196
EMC3,0.08719914831802422
EMC3-AS1,0.3108627785866443
EMC4,0.2493036783180818
EMC6,-0.25409358582406494
EMC7,-0.0031582679747185404
EMC8,-0.20348580885410505
EMC9,-0.7163178158929056
EMCN,0.293060545386576
EMD,-0.4043182646616093
EME1,0.21700408811632957
EMG1,-0.3496968719526468
EMID1,0.13537186847598834
EMILIN1,1.2660963470523932
EMILIN2,2.6628291042086656
EMILIN3,-0.0651744553840843
EML1,0.16231360870839112
EML2,-0.07683278795985898
EML2-AS1,-0.01097001027143016
EML3,0.7315141045709236
EML4,-0.5281198672782671
EML6,-0.4667500169919592
EMP1,0.4913394000780385
EMP2,-1.0989766218604082
EMP3,2.362795232294337
EMSY,-0.512927066484449
EMX1,-0.11366677601563231
EMX2OS,-0.14587976042152806
ENAH,1.2365577099188438
ENAM,-0.1322476658971079
ENC1,1.5554503701890003
ENDOD1,1.5036291855723125
ENDOG,-1.3709629628045878
ENDOV,-0.29697399074316944
ENG,1.0916450230002201
ENGASE,0.22834028407973803
ENHO,-0.22478691498977368
ENKD1,-0.07939348503573598
ENO1,0.46806832988328423
ENO1-AS1,-0.33931996254097735
ENO2,0.3762940101839791
ENO3,-1.4529071912220204
ENOPH1,-0.04373416790454778
ENOSF1,-0.7863750628859378
ENOX1,-0.17504107724932821
ENOX2,-0.7105794938316671
ENPEP,-1.4716928871477717
ENPP1,-2.905894111611581
ENPP2,1.371402848894609
ENPP3,-0.29316824996450125
ENPP4,-0.9481462619380104
ENPP5,0.8686909833295822
ENPP7,-0.6538751449333271
ENSA,-0.8784137444648403
ENTPD1,1.7625788692710185
ENTPD2,-0.21334003945596913
ENTPD3,-0.11641955075093981
ENTPD4,0.49171735546420736
ENTPD5,-1.321153286195619
ENTPD6,0.2501566133480033
ENTPD7,-0.2555250866936599
ENY2,0.21065387013909856
EOGT,0.9918978996503534
EOMES,2.069310983973109
EP300,-0.2684798813630384
EP300-AS1,-1.2191643038584825
EP400,1.0889387631434595
EP400NL,0.3801395273734011
EPAS1,-0.27480857099263023
EPB41,-0.5454576036936448
EPB41L1,0.18926118847139559
EPB41L2,2.2026091141581103
EPB41L3,2.8967744120228613
EPB41L4A,1.105365317335118
EPB41L4A-AS1,0.7345864777340245
EPB41L4A-AS2,0.5202521627871762
EPB41L4B,-2.4681992904321857
EPB41L5,-4.041171353526929
EPB42,-0.39495645975386534
EPC1,0.4312892972233979
EPC2,-0.03346853593777352
EPCAM,3.930957553494195
EPDR1,-0.3256724369311256
EPG5,0.5591022045740368
EPHA1,-0.6088470700702696
EPHA1-AS1,0.17086265047500182
EPHA10,-0.13324680984958062
EPHA2,-0.10230235835757281
EPHA3,0.4699436860144706
EPHA4,0.2546748961519901
EPHA5-AS1,-0.4315946678607178
EPHA8,0.2168732497461691
EPHB1,-1.8759798693417928
EPHB2,0.5661235028804018
EPHB3,-0.25009766611186346
EPHB4,-0.48549029401565386
EPHB6,0.3684944323723963
EPHX1,-0.8440756995410366
EPHX2,-2.8893357489631017
EPHX3,0.4361692793314925
EPM2A,-1.1094294983750608
EPM2AIP1,-0.5142875274070225
EPN1,-0.4915114110369408
EPN2,-0.27080039095420055
EPN3,0.005399142064907644
EPO,-1.4434580205463805
EPOP,-0.33906804614152564
EPOR,0.4353463057579594
EPPK1,0.8458852786572459
EPR1,0.439385674635356
EPRS,0.7117247049111564
EPS15,0.5294220164218867
EPS15L1,1.0007158244253076
EPS8,0.5236280731878817
EPS8L1,0.8974154168088114
EPS8L2,-1.1864133207838974
EPS8L3,0.7940244902451635
EPSTI1,2.1777475582649757
EPX,0.2004766839515519
ERAL1,-0.11401960929221565
ERAP1,-1.5909436910785293
ERAP2,3.0773496882856697
ERBB2,0.6750699972864103
ERBB3,-2.159529419580147
ERBB4,-0.08918180923390098
ERBIN,-0.8262646998874538
ERC1,0.9332074536606587
ERCC1,0.4037411738296862
ERCC2,-0.29599945670415995
ERCC3,-0.12099996257263523
ERCC4,-0.6642026040610658
ERCC5|BIVM-ERCC5,0.5955948363761598
ERCC6,-0.23484965789580986
ERCC6L,0.24240538668371722
ERCC6L2,0.867830915049006
ERCC8,-0.3297891521714112
EREG,0.914057916973448
ERF,-0.3251565616380729
ERFE,0.3642177705552757
ERG,0.5259626229201979
ERGIC1,-0.7135700816148669
ERGIC2,0.43347168488685783
ERGIC3,0.7536262299944727
ERH,0.14343630241464794
ERI1,0.5476625811313551
ERI2,-0.7280573474506694
ERI3,0.15441595705940783
ERICH1,-0.7202886158613488
ERICH1-AS1,-0.06184403588941346
ERICH3-AS1,-0.3858429011736222
ERICH4,-0.18068789633546026
ERICH5,1.1002843603877228
ERICH6,-0.244419991393619
ERLEC1,0.28947310919947977
ERLIN1,-1.6507596149336254
ERLIN2,-0.8173567720883311
ERMAP,-0.17117724421961336
ERMARD,0.1406675785152163
ERMN,0.7335634322172573
ERMP1,-0.3786031253535686
ERN1,-0.0039722816187012875
ERN2,-0.17879595703857246
ERO1A,-0.5499524114421168
ERO1B,-1.9500554435029696
ERP27,0.8459473946636118
ERP29,-0.41058308871354593
ERP44,-0.42599629337371925
ERRFI1,-1.6762330940318948
ESAM,-0.023429650442183904
ESCO1,0.9961198416401406
ESCO2,1.0796828033533448
ESD,-0.5460181173435436
ESF1,-0.3791902405820063
ESM1,-0.4447754407792264
ESPL1,0.9482341217990904
ESPN,-1.1519715073207222
ESPNL,-0.22088664880583028
ESR1,-1.747846883698148
ESR2,-0.15370323710795578
ESRP1,1.8549101361019962
ESRP2,-1.735412183593765
ESRRA,-0.5041817658654935
ESRRB,-0.04957801419375828
ESRRG,0.2757720657490353
ESYT1,-0.4179633971498658
ESYT2,0.35706228672637247
ETAA1,-0.09077457774244341
ETF1,0.32121332628811755
ETFA,-0.611531293278951
ETFB,-0.25091856947262686
ETFBKMT,-0.9840730772565208
ETFDH,-1.508460661208473
ETFRF1,-1.4409719235179352
ETHE1,0.13343850455962225
ETNK1,-0.35475954756871203
ETNK2,-2.552015111532079
ETNPPL,-3.064929402781634
ETS1,1.4603926105167908
ETS2,-1.4739128433466009
ETV1,-1.4263058789481278
ETV2,-0.2931747779660443
ETV3,-0.14861115657807034
ETV4,-0.28808368253792305
ETV5,1.0408617143470071
ETV6,1.3129827567829455
ETV7,0.027907087932971565
EVA1A,-2.995461157727939
EVA1B,0.7510529669636425
EVA1C,1.1544172846445533
EVC,-0.11960723655405951
EVC2,0.5711176185891728
EVI2A,3.1219267591499524
EVI2B,2.4864003865170727
EVI5,-0.7295382791718346
EVI5L,-0.3512939648605877
EVL,-0.48638068579423493
EVPLL,-0.1503299411481977
EVX1,-0.10035386813102176
EWSAT1,-0.14802858658487786
EWSR1,0.41754884927128694
EXD2,-0.4184740853964004
EXD3,0.18154196618822777
EXO1,0.10712925426530012
EXO5,-0.41326532017138584
EXOC1,0.4842035649286187
EXOC2,-0.42000736587856075
EXOC3,0.601535384871527
EXOC3-AS1,-0.08457037537133674
EXOC3L1,0.23283919129265723
EXOC3L4,-2.3104906498507183
EXOC4,0.692615501507526
EXOC5,-0.7885286680231295
EXOC6,0.05072626588606165
EXOC7,-0.26798736143476815
EXOC8,-0.09170560862337146
EXOG,0.4278763749781576
EXOSC1,0.013818108000135812
EXOSC10,0.4713955215902856
EXOSC2,-0.43189937674196194
EXOSC3,-0.9670910290451291
EXOSC4,-0.6256628789308429
EXOSC5,-0.4535234458218453
EXOSC6,0.17783068421007342
EXOSC7,-0.347344116198165
EXOSC8,-0.015432407642787655
EXOSC9,0.5343561035205356
EXPH5,-2.7870505937710206
EXT1,0.21205471194391992
EXT2,-0.4207600322261883
EXTL1,-0.29217107485084665
EXTL2,-0.41346885013349677
EXTL3,-0.31970429533652805
EYA2,0.005281131924279706
EYA3,0.2317427711275575
EZH1,0.7711210239229164
EZH2,1.6655375594685977
EZR,1.385042249510398
F10,-2.136634374805639
F11,-3.998141001665791
F11R,-1.1659936474998165
F12,-3.409614647090636
F13A1,0.7862097246637705
F13B,-3.5932482479989387
F2,-4.219711402706338
F2R,1.7216521335097301
F2RL1,1.8362472596658541
F2RL2,0.9864900169432086
F3,0.7894235521052763
F5,-3.2549908328738164
F7,-2.547996794482538
F8,0.5743603251772127
F8A1,-0.5588291503726552
F9,-5.942541118644971
FA2H,1.1512103252437669
FAAH,-1.3900818406045743
FAAH2,-1.590017088644834
FAAP100,-0.04551255978277283
FAAP20,0.4527301647730667
FAAP24,0.3335650914373399
FABP1,-2.9542188678507184
FABP3,2.182663630793571
FABP4,1.7061790940858712
FABP5P3|FABP5,3.3298337599488876
FADD,0.10008991634619978
FADS1,-1.0815264316870092
FADS2,-0.948124186379096
FADS3,-0.16759533860745213
FAF1,0.15980079652307816
FAF2,0.49089634401724885
FAH,-1.0983273668914897
FAHD1,-0.6867237649584738
